UserId:ItemId,Prediction
u0000039:i0060196,7.8791666666666655
u0000039:i0099077,7.341666666666667
u0000039:i0102926,7.6416666666666675
u0000039:i0109830,7.75888888888889
u0000039:i0113277,7.221388888888891
u0000039:i0114924,6.8916666666666675
u0000039:i0116695,7.154166666666667
u0000039:i0119217,7.529166666666669
u0000039:i0139462,6.704166666666666
u0000039:i0146984,6.697023809523809
u0000039:i0230838,6.697023809523809
u0000039:i0240890,6.7720238095238106
u0000039:i0281358,6.9595238095238106
u0000039:i0376541,6.92202380952381
u0000039:i0380389,6.73452380952381
u0000039:i0405159,7.446468253968254
u0000039:i0473360,6.39702380952381
u0000039:i0484740,6.5845238095238106
u0000039:i0780536,7.18452380952381
u0000039:i0907657,7.1470238095238106
u0000039:i1023111,6.659523809523809
u0000039:i1126590,6.791666666666667
u0000039:i1294226,6.341666666666667
u0000039:i1306980,6.4063888888888885
u0000039:i1375666,7.50888888888889
u0000039:i1392190,6.998888888888888
u0000039:i1403981,6.866666666666667
u0000039:i1498569,6.716666666666667
u0000039:i1595656,6.938888888888888
u0000039:i1606389,6.716666666666667
u0000039:i1613750,6.866666666666667
u0000039:i1638002,6.866666666666667
u0000039:i1655441,6.904166666666667
u0000039:i1659337,7.166666666666667
u0000039:i1702439,6.679166666666667
u0000039:i1714915,6.904166666666667
u0000039:i1809398,6.866666666666667
u0000039:i1850397,6.529166666666667
u0000039:i1951265,6.716666666666667
u0000039:i1972779,6.641666666666666
u0000039:i2034031,6.5666666666666655
u0000039:i2082197,7.241666666666667
u0000039:i2084970,7.204166666666666
u0000039:i2199571,6.650555555555556
u0000039:i2309260,5.816666666666666
u0000039:i2562232,7.1291666666666655
u0000039:i2582802,7.391666666666666
u0000039:i2713180,7.016666666666666
u0000039:i2872718,6.461388888888888
u0000039:i3235888,6.7541666666666655
u0000039:i3729920,6.5666666666666655
u0000046:i0033467,7.806818181818182
u0000046:i0041959,7.6175
u0000046:i0056663,7.63320707070707
u0000046:i0100234,7.481818181818182
u0000046:i0166924,7.545053475935829
u0000046:i0233841,7.4700534759358295
u0000046:i0361862,7.340735294117647
u0000046:i0499335,7.493235294117648
u0000046:i1020072,7.252651515151515
u0000046:i1100089,7.102651515151514
u0000046:i1392190,7.590151515151516
u0000046:i1791528,6.802135309761212
u0000046:i2141941,6.615151515151515
u0000046:i2326554,7.270833333333333
u0000046:i2582802,7.665151515151514
u0000046:i2788710,5.960833333333333
u0000046:i2802154,7.327651515151516
u0000046:i3235888,7.027651515151516
u0000046:i3263614,7.160833333333334
u0000046:i3374966,7.177651515151515
u0000046:i3416744,7.153333333333333
u0000046:i3612616,7.515151515151516
u0000046:i3630276,7.215151515151516
u0000046:i3715320,7.559047619047618
u0000046:i4408178,6.802651515151515
u0000060:i0418279,7.353637566137567
u0000060:i0816692,7.796245412078744
u0000060:i1055369,7.568606701940036
u0000060:i1399103,7.5362454120787445
u0000060:i1418377,6.715535535535535
u0000060:i2024469,7.291042784596637
u0000060:i2872732,7.438375041708374
u0000077:i0068646,8.105249169435215
u0000077:i0073195,7.445307308970098
u0000077:i0455407,6.433402547065337
u0000077:i0479997,5.983402547065337
u0000077:i1229238,6.5589327979589145
u0000077:i1385956,6.733402547065337
u0000077:i1499658,6.623344407530453
u0000077:i1600196,6.620902547065337
u0000077:i1661820,6.375844407530454
u0000077:i2084970,6.753344407530454
u0000077:i2096673,7.183402547065337
u0000077:i2245084,6.408867663344407
u0000077:i2267998,6.875728128460686
u0000077:i2310332,5.702665879053111
u0000077:i2395427,5.05463332909975
u0000077:i2515034,6.566343487633915
u0000077:i2609222,6.320902547065338
u0000077:i2692904,6.278344407530453
u0000077:i2802144,6.873983942414175
u0000077:i2911666,6.705844407530455
u0000077:i3045616,5.676018774168154
u0000077:i3416742,6.808402547065337
u0000083:i0073486,8.516666666666666
u0000083:i0086250,8.316666666666666
u0000083:i0102926,8.466666666666667
u0000083:i0105695,8.316666666666666
u0000083:i0109830,8.566666666666666
u0000083:i0110413,8.466666666666667
u0000083:i0110912,8.616666666666667
u0000083:i0114369,8.373333333333335
u0000083:i0114814,8.466666666666667
u0000083:i0119174,8.053333333333333
u0000083:i0119488,8.316666666666666
