UserId:ItemId,Prediction
u0000039:i0060196,7.874264705882352
u0000039:i0099077,7.337581699346405
u0000039:i0102926,7.637114845938373
u0000039:i0109830,7.761982570806102
u0000039:i0113277,7.204983660130719
u0000039:i0114924,6.887254901960782
u0000039:i0116695,7.151715686274509
u0000039:i0119217,7.525081699346405
u0000039:i0139462,6.7017156862745075
u0000039:i0146984,6.697490662931838
u0000039:i0230838,6.697023809523808
u0000039:i0240890,6.7741246498599414
u0000039:i0281358,6.959663865546217
u0000039:i0376541,6.922163865546217
u0000039:i0380389,6.734523809523808
u0000039:i0405159,7.479925303454714
u0000039:i0473360,6.397023809523808
u0000039:i0484740,6.5866246498599414
u0000039:i0780536,7.1846638655462165
u0000039:i0907657,7.150785869903516
u0000039:i1023111,6.659523809523807
u0000039:i1126590,6.792156862745097
u0000039:i1294226,6.342156862745097
u0000039:i1306980,6.371949891067538
u0000039:i1375666,7.516884531590415
u0000039:i1392190,6.982570806100217
u0000039:i1403981,6.867016806722688
u0000039:i1498569,6.719117647058822
u0000039:i1595656,6.967398070339246
u0000039:i1606389,6.717156862745098
u0000039:i1613750,6.867016806722688
u0000039:i1638002,6.867156862745097
u0000039:i1655441,6.904516806722687
u0000039:i1659337,7.167156862745098
u0000039:i1702439,6.679516806722688
u0000039:i1714915,6.904983660130718
u0000039:i1809398,6.869117647058823
u0000039:i1850397,6.529656862745098
u0000039:i1951265,6.717483660130718
u0000039:i1972779,6.642016806722687
u0000039:i2034031,6.569117647058823
u0000039:i2082197,7.2294117647058815
u0000039:i2084970,7.204516806722688
u0000039:i2199571,6.670012449424212
u0000039:i2309260,5.812200435729847
u0000039:i2562232,7.1295168067226875
u0000039:i2582802,7.392156862745097
u0000039:i2713180,7.019117647058821
u0000039:i2872718,6.425731403672579
u0000039:i3235888,6.7546568627450965
u0000039:i3729920,6.567483660130718
u0000046:i0033467,7.803631907308378
u0000046:i0041959,7.652822912381736
u0000046:i0056663,7.62959249356308
u0000046:i0100234,7.48185588920883
u0000046:i0166924,7.548225332913914
u0000046:i0233841,7.467380687363386
u0000046:i0361862,7.336603229527104
u0000046:i0499335,7.5129757785467115
u0000046:i1020072,7.2568998811645855
u0000046:i1100089,7.102978312537134
u0000046:i1392190,7.594399881164587
u0000046:i1791528,6.79722593920912
u0000046:i2141941,6.6145356277709215
u0000046:i2326554,7.229190433749257
u0000046:i2582802,7.668027332144978
u0000046:i2788710,5.908415032679738
u0000046:i2802154,7.332880273321449
u0000046:i3235888,7.030527332144978
u0000046:i3263614,7.108602198455139
u0000046:i3374966,7.177035627770922
u0000046:i3416744,7.152875816993463
u0000046:i3612616,7.515478312537135
u0000046:i3630276,7.219399881164587
u0000046:i3715320,7.597563384328089
u0000046:i4408178,6.802035627770922
u0000060:i0418279,7.359239807033925
u0000060:i0816692,7.800658174514382
u0000060:i1055369,7.499935159248883
u0000060:i1399103,7.3797280123260505
u0000060:i1418377,6.704237816247619
u0000060:i2024469,7.2955540073877225
u0000060:i2872732,7.468995138929778
u0000077:i0068646,8.165246563741775
u0000077:i0073195,7.439327994167254
u0000077:i0455407,6.432585553601283
u0000077:i0479997,5.981923332190981
u0000077:i1229238,6.553311433858005
u0000077:i1385956,6.73192333219098
u0000077:i1499658,6.626040979249804
u0000077:i1600196,6.6200855536012835
u0000077:i1661820,6.383393920426276
u0000077:i2084970,6.819388042038519
u0000077:i2096673,7.18192333219098
u0000077:i2245084,6.186666720951946
u0000077:i2267998,6.876204047510475
u0000077:i2310332,5.706202735531581
u0000077:i2395427,5.103730733048253
u0000077:i2515034,6.593547469256542
u0000077:i2609222,6.322739615225934
u0000077:i2692904,6.249777430351984
u0000077:i2802144,6.877001164210465
u0000077:i2911666,6.707585553601284
u0000077:i3045616,5.656605106675331
u0000077:i3416742,6.7983068421166895
u0000083:i0073486,8.52393790849673
u0000083:i0086250,8.316666666666665
u0000083:i0102926,8.466830065359476
u0000083:i0105695,8.324918300653591
u0000083:i0109830,8.566339869281043
u0000083:i0110413,8.466830065359476
u0000083:i0110912,8.616666666666665
u0000083:i0114369,8.352287581699347
u0000083:i0114814,8.466666666666665
u0000083:i0119174,8.050326797385619
u0000083:i0119488,8.324918300653591
u0000083:i0120586,8.466830065359476
u0000083:i0120735,8.266666666666666
u0000083:i0120815,8.454575163398692
u0000083:i0137523,8.472303921568628
u0000083:i0139654,8.308333333333334
u0000083:i0144084,7.966666666666666
u0000083:i0208092,8.316666666666665
u0000083:i0209144,8.417075163398692
u0000083:i0221027,7.966666666666666
u0000083:i0236493,7.8033496732026135
u0000083:i0264464,8.168300653594772
u0000083:i0266987,7.666666666666666
u0000083:i0268978,8.27516339869281
u0000083:i0278504,7.770261437908497
u0000083:i0315733,8.016666666666667
u0000083:i0327056,8.175653594771243
u0000083:i0361748,8.671486928104573
u0000083:i0361862,8.016666666666667
u0000083:i0362227,7.816666666666665
u0000083:i0407887,8.416666666666666
u0000083:i0421715,8.040196078431372
u0000083:i0452623,8.016584967320261
u0000083:i0469494,8.216666666666667
u0000083:i0477348,8.216666666666667
u0000083:i0482571,8.424428104575163
u0000083:i0816692,8.459395424836602
u0000083:i0884732,7.716830065359477
u0000083:i0964517,8.171650326797383
u0000083:i1014763,7.616503267973855
u0000083:i1032755,7.820016339869279
u0000083:i1100089,7.879003267973856
u0000083:i1542344,8.056535947712417
u0000083:i1663662,7.841503267973856
u0000083:i1666801,7.679084967320261
u0000083:i1670345,7.946650326797384
u0000083:i1698641,7.528104575163399
u0000083:i1823672,7.830065359477124
u0000083:i1924396,8.141503267973855
u0000083:i1979320,8.28300653594771
u0000083:i2084970,8.246650326797385
u0000083:i2096672,7.377124183006534
u0000083:i2170439,7.60359477124183
u0000083:i2170593,7.94330065359477
u0000083:i2179136,7.991503267973855
u0000083:i2245084,8.169771241830064
u0000083:i2261331,7.609150326797384
u0000083:i2273657,7.60359477124183
u0000083:i2278388,8.245261437908495
u0000083:i2305051,7.909150326797386
u0000083:i2561572,7.490359477124183
u0000083:i2562232,8.171650326797383
u0000083:i2582802,8.433986928104575
u0000083:i2614684,7.905555555555557
u0000083:i2788710,7.721650326797385
u0000083:i2802144,8.132026143790847
u0000083:i2872718,8.3578431372549
u0000083:i2883512,7.946650326797384
u0000083:i2980472,7.60359477124183
u0000083:i2980516,8.132026143790847
u0000083:i3007512,7.909150326797386
u0000083:i3045616,7.263888888888888
u0000083:i3079380,7.94330065359477
u0000083:i3316960,8.0187908496732
u0000083:i3442006,7.641339869281045
u0000083:i3541262,7.86781045751634
u0000083:i3592542,8.509477124183004
u0000139:i0414387,7.8
u0000139:i0783233,7.8
u0000139:i1655441,7.3
u0000139:i1661199,7.1
u0000139:i1702014,8.0
u0000139:i1731141,6.7
u0000139:i1772264,6.8
u0000139:i2084970,8.1
u0000139:i2096673,8.6
u0000139:i2322441,4.2
u0000139:i2395427,7.9
u0000139:i2717860,6.0
u0000139:i2802144,7.8
u0000139:i2908446,6.5
u0000139:i2980516,7.8
u0000139:i3079380,7.3
u0000139:i3316960,7.5
u0000148:i0369610,7.73578431372549
u0000148:i0458481,7.470098039215685
u0000148:i0478970,7.925
u0000148:i1029360,6.874999999999999
u0000148:i1121096,7.057598039215685
u0000148:i1340138,7.584803921568626
u0000148:i1392190,8.15098039215686
u0000148:i1617661,7.056372549019608
u0000148:i1655441,7.737500000000001
u0000148:i1850397,7.357598039215685
u0000148:i2088003,7.0625
u0000148:i2106361,7.169607843137253
u0000148:i2179136,7.773529411764706
u0000148:i2180411,7.455882352941176
u0000148:i2381249,8.0
u0000148:i2395427,7.962254901960782
u0000148:i2436386,7.395098039215685
u0000148:i2467046,6.162499999999999
u0000148:i2493486,7.324999999999999
u0000148:i2582802,8.220098039215685
u0000148:i2802144,7.924509803921568
u0000148:i2820852,7.811274509803921
u0000148:i2918436,6.943137254901959
u0000148:i3625152,6.737499999999999
u0000148:i3672840,7.358333333333333
u0000151:i0110357,7.6965686274509775
u0000151:i0247586,7.506372549019608
u0000151:i0441773,7.395448179271708
u0000151:i0458481,7.250675791574839
u0000151:i0470752,7.363153594771242
u0000151:i0816692,7.707516339869279
u0000151:i1020072,7.244035947712418
u0000151:i1065073,7.445016339869278
u0000151:i1100089,7.076388888888889
u0000151:i1605717,7.058111577964517
u0000151:i1823672,7.056535947712417
u0000151:i1971325,6.725653594771241
u0000151:i1972571,7.019035947712419
u0000151:i2084970,7.469035947712418
u0000151:i2245084,7.400653594771242
u0000151:i2262227,6.914157329598505
